,WSUDAN,NSUDAN,KRT,ESUDAN,CSUDAN
2015-01-06 20:00:00,0.471891304,0.220434783,0.5315,0.368705882,0.630555556
2015-01-06 21:00:00,0.462,0.224608696,0.474,0.348,0.617777778
2015-01-06 22:00:00,0.450717391,0.235913043,0.449,0.324647059,0.592555556
2015-01-06 23:00:00,0.43876087,0.252043478,0.442,0.309823529,0.566888889
2015-01-07 00:00:00,0.425608696,0.261478261,0.425,0.308470588,0.533666667
2015-01-07 01:00:00,0.419586957,0.270782609,0.4135,0.303117647,0.504222222
2015-01-07 02:00:00,0.41826087,0.281521739,0.4155,0.288764706,0.477888889
2015-01-07 03:00:00,0.416826087,0.287434783,0.415,0.272470588,0.456777778
2015-01-07 04:00:00,0.408652174,0.27826087,0.3825,0.236941176,0.396444444
2015-01-07 05:00:00,0.29873913,0.197695652,0.2065,0.153588235,0.320222222
2015-01-07 06:00:00,0.298086957,0.127695652,0.343,0.143764706,0.479666667
2015-01-07 07:00:00,0.347782609,0.149826087,0.3535,0.124411765,0.465444444
2015-01-07 08:00:00,0.315434783,0.154434783,0.26,0.084882353,0.388777778
2015-01-07 09:00:00,0.263086957,0.125652174,0.17,0.067823529,0.313222222
2015-01-07 10:00:00,0.22323913,0.124,0.102,0.065470588,0.269
2015-01-07 11:00:00,0.198695652,0.148304348,0.079,0.080941176,0.259333333
2015-01-07 12:00:00,0.195608696,0.185869565,0.0945,0.108411765,0.272888889
2015-01-07 13:00:00,0.215043478,0.224391304,0.1455,0.152941176,0.300444444
2015-01-07 14:00:00,0.255478261,0.264043478,0.257,0.237470588,0.321333333
2015-01-07 15:00:00,0.369586957,0.374086957,0.519,0.397529412,0.427777778
2015-01-07 16:00:00,0.533826087,0.470608696,0.712,0.498647059,0.565666667
2015-01-07 17:00:00,0.614782609,0.517956522,0.7435,0.529470588,0.642888889
2015-01-07 18:00:00,0.645347826,0.54273913,0.733,0.532823529,0.678555556
2015-01-07 19:00:00,0.654217391,0.562478261,0.717,0.522352941,0.702222222
